codepoint	ascii	comment
0x01169b	"--null--"	" 𑚛  TAKRI LETTER DA"
0x01169c	"--null--"	" 𑚜  TAKRI LETTER DHA"
0x01169d	"--null--"	" 𑚝  TAKRI LETTER NA"
0x01169e	"--null--"	" 𑚞  TAKRI LETTER PA"
0x01169f	"--null--"	" 𑚟  TAKRI LETTER PHA"
0x0116a0	"--null--"	" 𑚠  TAKRI LETTER BA"
0x0116a1	"--null--"	" 𑚡  TAKRI LETTER BHA"
0x0116a2	"--null--"	" 𑚢  TAKRI LETTER MA"
0x0116a3	"--null--"	" 𑚣  TAKRI LETTER YA"
0x0116a4	"--null--"	" 𑚤  TAKRI LETTER RA"
0x0116a5	"--null--"	" 𑚥  TAKRI LETTER LA"
0x0116a6	"--null--"	" 𑚦  TAKRI LETTER VA"
0x0116a7	"--null--"	" 𑚧  TAKRI LETTER SHA"
0x0116a8	"--null--"	" 𑚨  TAKRI LETTER SA"
0x0116a9	"--null--"	" 𑚩  TAKRI LETTER HA"
0x0116aa	"--null--"	" 𑚪  TAKRI LETTER RRA"
0x0116ab	"--null--"	" 𑚫  TAKRI SIGN ANUSVARA"
0x0116ac	"--null--"	" 𑚬  TAKRI SIGN VISARGA"
0x0116ad	"--null--"	" 𑚭  TAKRI VOWEL SIGN AA"
0x0116ae	"--null--"	" 𑚮  TAKRI VOWEL SIGN I"
0x0116af	"--null--"	" 𑚯  TAKRI VOWEL SIGN II"
0x0116b0	"--null--"	" 𑚰  TAKRI VOWEL SIGN U"
0x0116b1	"--null--"	" 𑚱  TAKRI VOWEL SIGN UU"
0x0116b2	"--null--"	" 𑚲  TAKRI VOWEL SIGN E"
0x0116b3	"--null--"	" 𑚳  TAKRI VOWEL SIGN AI"
0x0116b4	"--null--"	" 𑚴  TAKRI VOWEL SIGN O"
0x0116b5	"--null--"	" 𑚵  TAKRI VOWEL SIGN AU"
0x0116b6	"--null--"	" x𑚶  TAKRI SIGN VIRAMA"
0x0116b7	"--null--"	" x𑚷  TAKRI SIGN NUKTA"
0x0116b8	"--null--"	" 𑚸  TAKRI LETTER ARCHAIC KHA"
0x0116b9	"--null--"	" 𑚹  TAKRI ABBREVIATION SIGN"
0x0116c0	"--null--"	" 𑛀  TAKRI DIGIT ZERO"
0x0116c1	"--null--"	" 𑛁  TAKRI DIGIT ONE"
0x0116c2	"--null--"	" 𑛂  TAKRI DIGIT TWO"
0x0116c3	"--null--"	" 𑛃  TAKRI DIGIT THREE"
0x0116c4	"--null--"	" 𑛄  TAKRI DIGIT FOUR"
0x0116c5	"--null--"	" 𑛅  TAKRI DIGIT FIVE"
0x0116c6	"--null--"	" 𑛆  TAKRI DIGIT SIX"
0x0116c7	"--null--"	" 𑛇  TAKRI DIGIT SEVEN"
0x0116c8	"--null--"	" 𑛈  TAKRI DIGIT EIGHT"
0x0116c9	"--null--"	" 𑛉  TAKRI DIGIT NINE"
0x0116d0	"--null--"	" 𑛐  MYANMAR PAO DIGIT ZERO"
0x0116d1	"--null--"	" 𑛑  MYANMAR PAO DIGIT ONE"
0x0116d2	"--null--"	" 𑛒  MYANMAR PAO DIGIT TWO"
0x0116d3	"--null--"	" 𑛓  MYANMAR PAO DIGIT THREE"
0x0116d4	"--null--"	" 𑛔  MYANMAR PAO DIGIT FOUR"
0x0116d5	"--null--"	" 𑛕  MYANMAR PAO DIGIT FIVE"
0x0116d6	"--null--"	" 𑛖  MYANMAR PAO DIGIT SIX"
0x0116d7	"--null--"	" 𑛗  MYANMAR PAO DIGIT SEVEN"
0x0116d8	"--null--"	" 𑛘  MYANMAR PAO DIGIT EIGHT"
0x0116d9	"--null--"	" 𑛙  MYANMAR PAO DIGIT NINE"
0x0116da	"--null--"	" 𑛚  MYANMAR EASTERN PWO KAREN DIGIT ZERO"
0x0116db	"--null--"	" 𑛛  MYANMAR EASTERN PWO KAREN DIGIT ONE"
0x0116dc	"--null--"	" 𑛜  MYANMAR EASTERN PWO KAREN DIGIT TWO"
0x0116dd	"--null--"	" 𑛝  MYANMAR EASTERN PWO KAREN DIGIT THREE"
0x0116de	"--null--"	" 𑛞  MYANMAR EASTERN PWO KAREN DIGIT FOUR"
0x0116df	"--null--"	" 𑛟  MYANMAR EASTERN PWO KAREN DIGIT FIVE"
0x0116e0	"--null--"	" 𑛠  MYANMAR EASTERN PWO KAREN DIGIT SIX"
0x0116e1	"--null--"	" 𑛡  MYANMAR EASTERN PWO KAREN DIGIT SEVEN"
0x0116e2	"--null--"	" 𑛢  MYANMAR EASTERN PWO KAREN DIGIT EIGHT"
0x0116e3	"--null--"	" 𑛣  MYANMAR EASTERN PWO KAREN DIGIT NINE"
0x011700	"--null--"	" 𑜀  AHOM LETTER KA"
0x011701	"--null--"	" 𑜁  AHOM LETTER KHA"
0x011702	"--null--"	" 𑜂  AHOM LETTER NGA"
0x011703	"--null--"	" 𑜃  AHOM LETTER NA"
0x011704	"--null--"	" 𑜄  AHOM LETTER TA"
0x011705	"--null--"	" 𑜅  AHOM LETTER ALTERNATE TA"
0x011706	"--null--"	" 𑜆  AHOM LETTER PA"
0x011707	"--null--"	" 𑜇  AHOM LETTER PHA"
0x011708	"--null--"	" 𑜈  AHOM LETTER BA"
0x011709	"--null--"	" 𑜉  AHOM LETTER MA"
0x01170a	"--null--"	" 𑜊  AHOM LETTER JA"
0x01170b	"--null--"	" 𑜋  AHOM LETTER CHA"
0x01170c	"--null--"	" 𑜌  AHOM LETTER THA"
0x01170d	"--null--"	" 𑜍  AHOM LETTER RA"
0x01170e	"--null--"	" 𑜎  AHOM LETTER LA"
0x01170f	"--null--"	" 𑜏  AHOM LETTER SA"
0x011710	"--null--"	" 𑜐  AHOM LETTER NYA"
0x011711	"--null--"	" 𑜑  AHOM LETTER HA"
0x011712	"--null--"	" 𑜒  AHOM LETTER A"
0x011713	"--null--"	" 𑜓  AHOM LETTER DA"
0x011714	"--null--"	" 𑜔  AHOM LETTER DHA"
0x011715	"--null--"	" 𑜕  AHOM LETTER GA"
0x011716	"--null--"	" 𑜖  AHOM LETTER ALTERNATE GA"
0x011717	"--null--"	" 𑜗  AHOM LETTER GHA"
0x011718	"--null--"	" 𑜘  AHOM LETTER BHA"
0x011719	"--null--"	" 𑜙  AHOM LETTER JHA"
0x01171a	"--null--"	" 𑜚  AHOM LETTER ALTERNATE BA"
0x01171d	"--null--"	" 𑜝  AHOM CONSONANT SIGN MEDIAL LA"
0x01171e	"--null--"	" 𑜞  AHOM CONSONANT SIGN MEDIAL RA"
0x01171f	"--null--"	" 𑜟  AHOM CONSONANT SIGN MEDIAL LIGATING RA"
0x011720	"--null--"	" 𑜠  AHOM VOWEL SIGN A"
0x011721	"--null--"	" 𑜡  AHOM VOWEL SIGN AA"
0x011722	"--null--"	" 𑜢  AHOM VOWEL SIGN I"
0x011723	"--null--"	" 𑜣  AHOM VOWEL SIGN II"
0x011724	"--null--"	" 𑜤  AHOM VOWEL SIGN U"
0x011725	"--null--"	" 𑜥  AHOM VOWEL SIGN UU"
0x011726	"--null--"	" 𑜦  AHOM VOWEL SIGN E"
0x011727	"--null--"	" 𑜧  AHOM VOWEL SIGN AW"
0x011728	"--null--"	" 𑜨  AHOM VOWEL SIGN O"
0x011729	"--null--"	" 𑜩  AHOM VOWEL SIGN AI"
0x01172a	"--null--"	" 𑜪  AHOM VOWEL SIGN AM"
0x01172b	"--null--"	" x𑜫  AHOM SIGN KILLER"
0x011730	"--null--"	" 𑜰  AHOM DIGIT ZERO"
0x011731	"--null--"	" 𑜱  AHOM DIGIT ONE"
0x011732	"--null--"	" 𑜲  AHOM DIGIT TWO"
0x011733	"--null--"	" 𑜳  AHOM DIGIT THREE"
0x011734	"--null--"	" 𑜴  AHOM DIGIT FOUR"
0x011735	"--null--"	" 𑜵  AHOM DIGIT FIVE"
0x011736	"--null--"	" 𑜶  AHOM DIGIT SIX"
0x011737	"--null--"	" 𑜷  AHOM DIGIT SEVEN"
0x011738	"--null--"	" 𑜸  AHOM DIGIT EIGHT"
0x011739	"--null--"	" 𑜹  AHOM DIGIT NINE"
0x01173a	"--null--"	" 𑜺  AHOM NUMBER TEN"
0x01173b	"--null--"	" 𑜻  AHOM NUMBER TWENTY"
0x01173c	"--null--"	" 𑜼  AHOM SIGN SMALL SECTION"
0x01173d	"--null--"	" 𑜽  AHOM SIGN SECTION"
0x01173e	"--null--"	" 𑜾  AHOM SIGN RULAI"
0x01173f	"--null--"	" 𑜿  AHOM SYMBOL VI"
0x011740	"--null--"	" 𑝀  AHOM LETTER CA"
0x011741	"--null--"	" 𑝁  AHOM LETTER TTA"
0x011742	"--null--"	" 𑝂  AHOM LETTER TTHA"
0x011743	"--null--"	" 𑝃  AHOM LETTER DDA"
0x011744	"--null--"	" 𑝄  AHOM LETTER DDHA"
0x011745	"--null--"	" 𑝅  AHOM LETTER NNA"
0x011746	"--null--"	" 𑝆  AHOM LETTER LLA"
0x011800	"--null--"	" 𑠀  DOGRA LETTER A"
0x011801	"--null--"	" 𑠁  DOGRA LETTER AA"
0x011802	"--null--"	" 𑠂  DOGRA LETTER I"
0x011803	"--null--"	" 𑠃  DOGRA LETTER II"
0x011804	"--null--"	" 𑠄  DOGRA LETTER U"
0x011805	"--null--"	" 𑠅  DOGRA LETTER UU"
0x011806	"--null--"	" 𑠆  DOGRA LETTER E"
0x011807	"--null--"	" 𑠇  DOGRA LETTER AI"
0x011808	"--null--"	" 𑠈  DOGRA LETTER O"
0x011809	"--null--"	" 𑠉  DOGRA LETTER AU"
0x01180a	"--null--"	" 𑠊  DOGRA LETTER KA"
0x01180b	"--null--"	" 𑠋  DOGRA LETTER KHA"
0x01180c	"--null--"	" 𑠌  DOGRA LETTER GA"
0x01180d	"--null--"	" 𑠍  DOGRA LETTER GHA"
0x01180e	"--null--"	" 𑠎  DOGRA LETTER NGA"
0x01180f	"--null--"	" 𑠏  DOGRA LETTER CA"
0x011810	"--null--"	" 𑠐  DOGRA LETTER CHA"
0x011811	"--null--"	" 𑠑  DOGRA LETTER JA"
0x011812	"--null--"	" 𑠒  DOGRA LETTER JHA"
0x011813	"--null--"	" 𑠓  DOGRA LETTER NYA"
0x011814	"--null--"	" 𑠔  DOGRA LETTER TTA"
0x011815	"--null--"	" 𑠕  DOGRA LETTER TTHA"
0x011816	"--null--"	" 𑠖  DOGRA LETTER DDA"
0x011817	"--null--"	" 𑠗  DOGRA LETTER DDHA"
0x011818	"--null--"	" 𑠘  DOGRA LETTER NNA"
0x011819	"--null--"	" 𑠙  DOGRA LETTER TA"
0x01181a	"--null--"	" 𑠚  DOGRA LETTER THA"
0x01181b	"--null--"	" 𑠛  DOGRA LETTER DA"
0x01181c	"--null--"	" 𑠜  DOGRA LETTER DHA"
0x01181d	"--null--"	" 𑠝  DOGRA LETTER NA"
0x01181e	"--null--"	" 𑠞  DOGRA LETTER PA"
0x01181f	"--null--"	" 𑠟  DOGRA LETTER PHA"
0x011820	"--null--"	" 𑠠  DOGRA LETTER BA"
0x011821	"--null--"	" 𑠡  DOGRA LETTER BHA"
0x011822	"--null--"	" 𑠢  DOGRA LETTER MA"
0x011823	"--null--"	" 𑠣  DOGRA LETTER YA"
0x011824	"--null--"	" 𑠤  DOGRA LETTER RA"
0x011825	"--null--"	" 𑠥  DOGRA LETTER LA"
0x011826	"--null--"	" 𑠦  DOGRA LETTER VA"
0x011827	"--null--"	" 𑠧  DOGRA LETTER SHA"
0x011828	"--null--"	" 𑠨  DOGRA LETTER SSA"
0x011829	"--null--"	" 𑠩  DOGRA LETTER SA"
0x01182a	"--null--"	" 𑠪  DOGRA LETTER HA"
0x01182b	"--null--"	" 𑠫  DOGRA LETTER RRA"
0x01182c	""	" 𑠬  DOGRA VOWEL SIGN AA"
0x01182d	""	" 𑠭  DOGRA VOWEL SIGN I"
0x01182e	""	" 𑠮  DOGRA VOWEL SIGN II"
0x01182f	""	" 𑠯  DOGRA VOWEL SIGN U"
0x011830	""	" 𑠰  DOGRA VOWEL SIGN UU"
0x011831	""	" 𑠱  DOGRA VOWEL SIGN VOCALIC R"
0x011832	""	" 𑠲  DOGRA VOWEL SIGN VOCALIC RR"
0x011833	""	" 𑠳  DOGRA VOWEL SIGN E"
0x011834	""	" 𑠴  DOGRA VOWEL SIGN AI"
0x011835	""	" 𑠵  DOGRA VOWEL SIGN O"
0x011836	""	" 𑠶  DOGRA VOWEL SIGN AU"
0x011837	""	" 𑠷  DOGRA SIGN ANUSVARA"
0x011838	""	" 𑠸  DOGRA SIGN VISARGA"
0x011839	""	" x𑠹  DOGRA SIGN VIRAMA"
0x01183a	""	" x𑠺  DOGRA SIGN NUKTA"
0x01183b	"--null--"	" 𑠻  DOGRA ABBREVIATION SIGN"
0x0118a0	"--null--"	" 𑢠  WARANG CITI CAPITAL LETTER NGAA"
0x0118a1	"--null--"	" 𑢡  WARANG CITI CAPITAL LETTER A"
0x0118a2	"--null--"	" 𑢢  WARANG CITI CAPITAL LETTER WI"
0x0118a3	"--null--"	" 𑢣  WARANG CITI CAPITAL LETTER YU"
0x0118a4	"--null--"	" 𑢤  WARANG CITI CAPITAL LETTER YA"
0x0118a5	"--null--"	" 𑢥  WARANG CITI CAPITAL LETTER YO"
0x0118a6	"--null--"	" 𑢦  WARANG CITI CAPITAL LETTER II"
0x0118a7	"--null--"	" 𑢧  WARANG CITI CAPITAL LETTER UU"
0x0118a8	"--null--"	" 𑢨  WARANG CITI CAPITAL LETTER E"
0x0118a9	"--null--"	" 𑢩  WARANG CITI CAPITAL LETTER O"
0x0118aa	"--null--"	" 𑢪  WARANG CITI CAPITAL LETTER ANG"
0x0118ab	"--null--"	" 𑢫  WARANG CITI CAPITAL LETTER GA"
0x0118ac	"--null--"	" 𑢬  WARANG CITI CAPITAL LETTER KO"
0x0118ad	"--null--"	" 𑢭  WARANG CITI CAPITAL LETTER ENY"
0x0118ae	"--null--"	" 𑢮  WARANG CITI CAPITAL LETTER YUJ"
0x0118af	"--null--"	" 𑢯  WARANG CITI CAPITAL LETTER UC"
0x0118b0	"--null--"	" 𑢰  WARANG CITI CAPITAL LETTER ENN"
0x0118b1	"--null--"	" 𑢱  WARANG CITI CAPITAL LETTER ODD"
0x0118b2	"--null--"	" 𑢲  WARANG CITI CAPITAL LETTER TTE"
0x0118b3	"--null--"	" 𑢳  WARANG CITI CAPITAL LETTER NUNG"
0x0118b4	"--null--"	" 𑢴  WARANG CITI CAPITAL LETTER DA"
0x0118b5	"--null--"	" 𑢵  WARANG CITI CAPITAL LETTER AT"
0x0118b6	"--null--"	" 𑢶  WARANG CITI CAPITAL LETTER AM"
0x0118b7	"--null--"	" 𑢷  WARANG CITI CAPITAL LETTER BU"
0x0118b8	"--null--"	" 𑢸  WARANG CITI CAPITAL LETTER PU"
0x0118b9	"--null--"	" 𑢹  WARANG CITI CAPITAL LETTER HIYO"
0x0118ba	"--null--"	" 𑢺  WARANG CITI CAPITAL LETTER HOLO"
0x0118bb	"--null--"	" 𑢻  WARANG CITI CAPITAL LETTER HORR"
0x0118bc	"--null--"	" 𑢼  WARANG CITI CAPITAL LETTER HAR"
0x0118bd	"--null--"	" 𑢽  WARANG CITI CAPITAL LETTER SSUU"
0x0118be	"--null--"	" 𑢾  WARANG CITI CAPITAL LETTER SII"
0x0118bf	"--null--"	" 𑢿  WARANG CITI CAPITAL LETTER VIYO"
0x0118c0	"--null--"	" 𑣀  WARANG CITI SMALL LETTER NGAA"
0x0118c1	"--null--"	" 𑣁  WARANG CITI SMALL LETTER A"
0x0118c2	"--null--"	" 𑣂  WARANG CITI SMALL LETTER WI"
0x0118c3	"--null--"	" 𑣃  WARANG CITI SMALL LETTER YU"
0x0118c4	"--null--"	" 𑣄  WARANG CITI SMALL LETTER YA"
0x0118c5	"--null--"	" 𑣅  WARANG CITI SMALL LETTER YO"
0x0118c6	"--null--"	" 𑣆  WARANG CITI SMALL LETTER II"
0x0118c7	"--null--"	" 𑣇  WARANG CITI SMALL LETTER UU"
0x0118c8	"--null--"	" 𑣈  WARANG CITI SMALL LETTER E"
0x0118c9	"--null--"	" 𑣉  WARANG CITI SMALL LETTER O"
0x0118ca	"--null--"	" 𑣊  WARANG CITI SMALL LETTER ANG"
0x0118cb	"--null--"	" 𑣋  WARANG CITI SMALL LETTER GA"
0x0118cc	"--null--"	" 𑣌  WARANG CITI SMALL LETTER KO"
0x0118cd	"--null--"	" 𑣍  WARANG CITI SMALL LETTER ENY"
0x0118ce	"--null--"	" 𑣎  WARANG CITI SMALL LETTER YUJ"
0x0118cf	"--null--"	" 𑣏  WARANG CITI SMALL LETTER UC"
0x0118d0	"--null--"	" 𑣐  WARANG CITI SMALL LETTER ENN"
0x0118d1	"--null--"	" 𑣑  WARANG CITI SMALL LETTER ODD"
0x0118d2	"--null--"	" 𑣒  WARANG CITI SMALL LETTER TTE"
0x0118d3	"--null--"	" 𑣓  WARANG CITI SMALL LETTER NUNG"
0x0118d4	"--null--"	" 𑣔  WARANG CITI SMALL LETTER DA"
0x0118d5	"--null--"	" 𑣕  WARANG CITI SMALL LETTER AT"
0x0118d6	"--null--"	" 𑣖  WARANG CITI SMALL LETTER AM"
0x0118d7	"--null--"	" 𑣗  WARANG CITI SMALL LETTER BU"
0x0118d8	"--null--"	" 𑣘  WARANG CITI SMALL LETTER PU"
0x0118d9	"--null--"	" 𑣙  WARANG CITI SMALL LETTER HIYO"
0x0118da	"--null--"	" 𑣚  WARANG CITI SMALL LETTER HOLO"
0x0118db	"--null--"	" 𑣛  WARANG CITI SMALL LETTER HORR"
0x0118dc	"--null--"	" 𑣜  WARANG CITI SMALL LETTER HAR"
0x0118dd	"--null--"	" 𑣝  WARANG CITI SMALL LETTER SSUU"
0x0118de	"--null--"	" 𑣞  WARANG CITI SMALL LETTER SII"
0x0118df	"--null--"	" 𑣟  WARANG CITI SMALL LETTER VIYO"
0x0118e0	"--null--"	" 𑣠  WARANG CITI DIGIT ZERO"
0x0118e1	"--null--"	" 𑣡  WARANG CITI DIGIT ONE"
0x0118e2	"--null--"	" 𑣢  WARANG CITI DIGIT TWO"
0x0118e3	"--null--"	" 𑣣  WARANG CITI DIGIT THREE"
0x0118e4	"--null--"	" 𑣤  WARANG CITI DIGIT FOUR"
0x0118e5	"--null--"	" 𑣥  WARANG CITI DIGIT FIVE"
0x0118e6	"--null--"	" 𑣦  WARANG CITI DIGIT SIX"
0x0118e7	"--null--"	" 𑣧  WARANG CITI DIGIT SEVEN"
0x0118e8	"--null--"	" 𑣨  WARANG CITI DIGIT EIGHT"
0x0118e9	"--null--"	" 𑣩  WARANG CITI DIGIT NINE"
0x0118ea	"--null--"	" 𑣪  WARANG CITI NUMBER TEN"
0x0118eb	"--null--"	" 𑣫  WARANG CITI NUMBER TWENTY"
0x0118ec	"--null--"	" 𑣬  WARANG CITI NUMBER THIRTY"
0x0118ed	"--null--"	" 𑣭  WARANG CITI NUMBER FORTY"
0x0118ee	"--null--"	" 𑣮  WARANG CITI NUMBER FIFTY"
0x0118ef	"--null--"	" 𑣯  WARANG CITI NUMBER SIXTY"
0x0118f0	"--null--"	" 𑣰  WARANG CITI NUMBER SEVENTY"
0x0118f1	"--null--"	" 𑣱  WARANG CITI NUMBER EIGHTY"
0x0118f2	"--null--"	" 𑣲  WARANG CITI NUMBER NINETY"
0x0118ff	"--null--"	" 𑣿  WARANG CITI OM"
0x011900	"--null--"	" 𑤀  DIVES AKURU LETTER A"
0x011901	"--null--"	" 𑤁  DIVES AKURU LETTER AA"
0x011902	"--null--"	" 𑤂  DIVES AKURU LETTER I"
0x011903	"--null--"	" 𑤃  DIVES AKURU LETTER II"
0x011904	"--null--"	" 𑤄  DIVES AKURU LETTER U"
0x011905	"--null--"	" 𑤅  DIVES AKURU LETTER UU"
0x011906	"--null--"	" 𑤆  DIVES AKURU LETTER E"
0x011909	"--null--"	" 𑤉  DIVES AKURU LETTER O"
0x01190c	"--null--"	" 𑤌  DIVES AKURU LETTER KA"
0x01190d	"--null--"	" 𑤍  DIVES AKURU LETTER KHA"
0x01190e	"--null--"	" 𑤎  DIVES AKURU LETTER GA"
0x01190f	"--null--"	" 𑤏  DIVES AKURU LETTER GHA"
0x011910	"--null--"	" 𑤐  DIVES AKURU LETTER NGA"
0x011911	"--null--"	" 𑤑  DIVES AKURU LETTER CA"
0x011912	"--null--"	" 𑤒  DIVES AKURU LETTER CHA"
0x011913	"--null--"	" 𑤓  DIVES AKURU LETTER JA"
0x011915	"--null--"	" 𑤕  DIVES AKURU LETTER NYA"
0x011916	"--null--"	" 𑤖  DIVES AKURU LETTER TTA"
0x011918	"--null--"	" 𑤘  DIVES AKURU LETTER DDA"
0x011919	"--null--"	" 𑤙  DIVES AKURU LETTER DDHA"
0x01191a	"--null--"	" 𑤚  DIVES AKURU LETTER NNA"
0x01191b	"--null--"	" 𑤛  DIVES AKURU LETTER TA"
0x01191c	"--null--"	" 𑤜  DIVES AKURU LETTER THA"
0x01191d	"--null--"	" 𑤝  DIVES AKURU LETTER DA"
0x01191e	"--null--"	" 𑤞  DIVES AKURU LETTER DHA"
0x01191f	"--null--"	" 𑤟  DIVES AKURU LETTER NA"
0x011920	"--null--"	" 𑤠  DIVES AKURU LETTER PA"
0x011921	"--null--"	" 𑤡  DIVES AKURU LETTER PHA"
0x011922	"--null--"	" 𑤢  DIVES AKURU LETTER BA"
0x011923	"--null--"	" 𑤣  DIVES AKURU LETTER BHA"
0x011924	"--null--"	" 𑤤  DIVES AKURU LETTER MA"
0x011925	"--null--"	" 𑤥  DIVES AKURU LETTER YA"
0x011926	"--null--"	" 𑤦  DIVES AKURU LETTER YYA"
0x011927	"--null--"	" 𑤧  DIVES AKURU LETTER RA"
0x011928	"--null--"	" 𑤨  DIVES AKURU LETTER LA"
0x011929	"--null--"	" 𑤩  DIVES AKURU LETTER VA"
0x01192a	"--null--"	" 𑤪  DIVES AKURU LETTER SHA"
0x01192b	"--null--"	" 𑤫  DIVES AKURU LETTER SSA"
0x01192c	"--null--"	" 𑤬  DIVES AKURU LETTER SA"
0x01192d	"--null--"	" 𑤭  DIVES AKURU LETTER HA"
0x01192e	"--null--"	" 𑤮  DIVES AKURU LETTER LLA"
0x01192f	"--null--"	" 𑤯  DIVES AKURU LETTER ZA"
0x011930	""	" 𑤰  DIVES AKURU VOWEL SIGN AA"
0x011931	""	" 𑤱  DIVES AKURU VOWEL SIGN I"
0x011932	""	" 𑤲  DIVES AKURU VOWEL SIGN II"
0x011933	""	" 𑤳  DIVES AKURU VOWEL SIGN U"
0x011934	""	" 𑤴  DIVES AKURU VOWEL SIGN UU"
0x011935	""	" 𑤵  DIVES AKURU VOWEL SIGN E"
0x011937	""	" 𑤷  DIVES AKURU VOWEL SIGN AI"
0x011938	""	" 𑤸  DIVES AKURU VOWEL SIGN O"
0x01193b	""	" 𑤻  DIVES AKURU SIGN ANUSVARA"
0x01193c	""	" 𑤼  DIVES AKURU SIGN CANDRABINDU"
0x01193d	""	" x𑤽  DIVES AKURU SIGN HALANTA"
0x01193e	""	" x𑤾  DIVES AKURU VIRAMA"
0x01193f	"--null--"	" 𑤿  DIVES AKURU PREFIXED NASAL SIGN"
0x011940	""	" 𑥀  DIVES AKURU MEDIAL YA"
0x011941	"--null--"	" 𑥁  DIVES AKURU INITIAL RA"
0x011942	""	" 𑥂  DIVES AKURU MEDIAL RA"
0x011943	""	" x𑥃  DIVES AKURU SIGN NUKTA"
0x011944	"--null--"	" 𑥄  DIVES AKURU DOUBLE DANDA"
0x011945	"--null--"	" 𑥅  DIVES AKURU GAP FILLER"
0x011946	"--null--"	" 𑥆  DIVES AKURU END OF TEXT MARK"
0x011950	"--null--"	" 𑥐  DIVES AKURU DIGIT ZERO"
0x011951	"--null--"	" 𑥑  DIVES AKURU DIGIT ONE"
0x011952	"--null--"	" 𑥒  DIVES AKURU DIGIT TWO"
0x011953	"--null--"	" 𑥓  DIVES AKURU DIGIT THREE"
0x011954	"--null--"	" 𑥔  DIVES AKURU DIGIT FOUR"
0x011955	"--null--"	" 𑥕  DIVES AKURU DIGIT FIVE"
0x011956	"--null--"	" 𑥖  DIVES AKURU DIGIT SIX"
0x011957	"--null--"	" 𑥗  DIVES AKURU DIGIT SEVEN"
0x011958	"--null--"	" 𑥘  DIVES AKURU DIGIT EIGHT"
0x011959	"--null--"	" 𑥙  DIVES AKURU DIGIT NINE"
0x0119a0	"--null--"	" 𑦠  NANDINAGARI LETTER A"
0x0119a1	"--null--"	" 𑦡  NANDINAGARI LETTER AA"
0x0119a2	"--null--"	" 𑦢  NANDINAGARI LETTER I"
0x0119a3	"--null--"	" 𑦣  NANDINAGARI LETTER II"
0x0119a4	"--null--"	" 𑦤  NANDINAGARI LETTER U"
0x0119a5	"--null--"	" 𑦥  NANDINAGARI LETTER UU"
0x0119a6	"--null--"	" 𑦦  NANDINAGARI LETTER VOCALIC R"
0x0119a7	"--null--"	" 𑦧  NANDINAGARI LETTER VOCALIC RR"
0x0119aa	"--null--"	" 𑦪  NANDINAGARI LETTER E"
0x0119ab	"--null--"	" 𑦫  NANDINAGARI LETTER AI"
0x0119ac	"--null--"	" 𑦬  NANDINAGARI LETTER O"
0x0119ad	"--null--"	" 𑦭  NANDINAGARI LETTER AU"
0x0119ae	"--null--"	" 𑦮  NANDINAGARI LETTER KA"
0x0119af	"--null--"	" 𑦯  NANDINAGARI LETTER KHA"
0x0119b0	"--null--"	" 𑦰  NANDINAGARI LETTER GA"
0x0119b1	"--null--"	" 𑦱  NANDINAGARI LETTER GHA"
0x0119b2	"--null--"	" 𑦲  NANDINAGARI LETTER NGA"
0x0119b3	"--null--"	" 𑦳  NANDINAGARI LETTER CA"
0x0119b4	"--null--"	" 𑦴  NANDINAGARI LETTER CHA"
0x0119b5	"--null--"	" 𑦵  NANDINAGARI LETTER JA"
0x0119b6	"--null--"	" 𑦶  NANDINAGARI LETTER JHA"
0x0119b7	"--null--"	" 𑦷  NANDINAGARI LETTER NYA"
0x0119b8	"--null--"	" 𑦸  NANDINAGARI LETTER TTA"
0x0119b9	"--null--"	" 𑦹  NANDINAGARI LETTER TTHA"
0x0119ba	"--null--"	" 𑦺  NANDINAGARI LETTER DDA"
0x0119bb	"--null--"	" 𑦻  NANDINAGARI LETTER DDHA"
0x0119bc	"--null--"	" 𑦼  NANDINAGARI LETTER NNA"
0x0119bd	"--null--"	" 𑦽  NANDINAGARI LETTER TA"
0x0119be	"--null--"	" 𑦾  NANDINAGARI LETTER THA"
0x0119bf	"--null--"	" 𑦿  NANDINAGARI LETTER DA"
0x0119c0	"--null--"	" 𑧀  NANDINAGARI LETTER DHA"
0x0119c1	"--null--"	" 𑧁  NANDINAGARI LETTER NA"
0x0119c2	"--null--"	" 𑧂  NANDINAGARI LETTER PA"
0x0119c3	"--null--"	" 𑧃  NANDINAGARI LETTER PHA"
0x0119c4	"--null--"	" 𑧄  NANDINAGARI LETTER BA"
0x0119c5	"--null--"	" 𑧅  NANDINAGARI LETTER BHA"
0x0119c6	"--null--"	" 𑧆  NANDINAGARI LETTER MA"
0x0119c7	"--null--"	" 𑧇  NANDINAGARI LETTER YA"
0x0119c8	"--null--"	" 𑧈  NANDINAGARI LETTER RA"
0x0119c9	"--null--"	" 𑧉  NANDINAGARI LETTER LA"
0x0119ca	"--null--"	" 𑧊  NANDINAGARI LETTER VA"
0x0119cb	"--null--"	" 𑧋  NANDINAGARI LETTER SHA"
0x0119cc	"--null--"	" 𑧌  NANDINAGARI LETTER SSA"
0x0119cd	"--null--"	" 𑧍  NANDINAGARI LETTER SA"
0x0119ce	"--null--"	" 𑧎  NANDINAGARI LETTER HA"
0x0119cf	"--null--"	" 𑧏  NANDINAGARI LETTER LLA"
0x0119d0	"--null--"	" 𑧐  NANDINAGARI LETTER RRA"
